Title,Summary,Link,Date,Author,Teams,Article,Outlet
Arsenal complete cut-price deal to sign Kepa from Chelsea,Arsenal have completed a deal to sign Chelsea goalkeeper Kepa Arrizabalaga after triggering the &#163;5m release clause in his contract.,https://www.skysports.com/football/news/11095/13381253/kepa-arrizabalaga-transfer-news-arsenal-complete-5m-deal-to-sign-chelsea-goalkeeper,"Tue, 01 Jul 2025 15:00:00",,"['Arsenal', 'Chelsea']","Arsenal have completed a deal to sign Chelsea goalkeeper Kepa Arrizabalaga after triggering the £5m release clause in his contract.
Kepa, who spent last season on loan at Bournemouth, has signed a three-year deal at the Emirates and will bring experienced cover for international team-mate David Raya.
Arsenal are understood to have been impressed by Kepa's desire to join the club and fight for his place in the team.
The Gunners met a release clause in the 30-year-old's deal at Chelsea to secure their first incoming of the summer. Martin Zubimendi and Christian Norgaard are expected to follow him through the door.
Kepa will replace Neto as Arsenal's back-up option in goal after the Bournemouth shot-stopper returned to his parent club following his season-long loan at the Emirates.
After signing his contract, Kepa said: ""I'm really happy to be here, really excited and looking forward to what is coming.""The ambition that is shown in this club, when I talk with Mikel [Arteta] and Inaki [Cana, goalkeeping coach], how much they show me their desire to win… I think we are so close to winning and hopefully altogether we can achieve it.""
Chelsea broke the world record transfer fee for a goalkeeper when they signed Kepa from Athletic Club for around £71m in 2018.
Kepa agreed a new contract at Chelsea last summer to allow him to go to Bournemouth on loan last season. The same deal saw him take a pay cut but also included the £5m release clause.
Kepa spent the 2023/2024 season on loan at Real Madrid.
The 30-year-old was Bournemouth's first-choice 'keeper last season, making 35 starts as Andoni Iraola's team produced their best-ever Premier League finish.
Andrea Berta, Arsenal sporting director, said: ""We are really excited to have Kepa join our Arsenal family. He is a player with great experience, someone who has already won major trophies, and we cannot wait for him to join the group and help the club win.""Kepa knows it is an exciting time to be at Arsenal and we know he is a player who will bring with him a winning mentality. We welcome him and his family to the club, and look forward to him meeting the players and staff, with everyone excited to see him.""
Arteta added: ""We are really happy to have Kepa joining us. He is a player we know, having come up against him many times in recent seasons. He brings a wealth of experience, which his team-mates will benefit from, and he has a real hunger to win.""Kepa works hard and will elevate our levels. I know he will fit in perfectly, already knowing some of his team-mates, and we are really excited about his future with us.""
Valencia wanted Arsenal target Cristhian Mosquera to stay and sign a new deal until the interest in the defender emerged from the Gunners.
The LaLiga side are now open to selling the 21-year-old as long as he joins a Champions League club.
Valencia are understood to value the centre-back in the region of £25m (€30m).
Sky Sports News reported last week the Gunners had opened talks over Mosquera.
Sky in Germany reported he had also been of interest to RB Leipzig but was ultimately deemed too expensive for them.
Sky Sports' Premier League coverage will increase from 128 matches to at least 215 games exclusively live.
And 80 per cent of all televised Premier League games next season are on Sky Sports.
",SkySports
Papers: Man Utd monitoring Aston Villa striker Watkins,The top stories and transfer rumours from Tuesday's newspapers...,https://www.skysports.com/football/news/11095/13390710/manchester-united-monitoring-aston-villa-striker-ollie-watkins-this-summer-paper-talk,"Tue, 01 Jul 2025 08:29:00",,['Manchester United'],"The top stories and transfer rumours from Tuesday's newspapers...
DAILY MAIL
Manchester United are reportedly monitoring Aston Villa star Ollie Watkins as a potential target in case Rasmus Hojlund leaves this summer.
THE SUN
Richarilson is set to leave the Premier League as he looks to reset his career overseas.
Fulham are plotting a summer move for Genk's star striker Tolu Arokodare as they look to bolster their attacking options ahead of next season.
Crystal Palace are eyeing Middlesbrough's £15m-rated star Hayden Hackney.
Nelson Weiper is on the radar of Brentford, Tottenham and West Ham.
Sheffield United are ready to pay a stunning £6m for Spurs defender Ashley Phillips.
DAILY MIRROR
Marcus Rashford is facing an unwanted return to Manchester United after Aston Villa passed up the chance to sign him permanently.
THE ATHLETIC
Hull City are set to sign Louie Barry from Aston Villa in a deal worth £3.5m.
Aaron Ramsey was set to travel to Mexico on Monday night ahead of signing for Liga MX side Pumas UNAM.
THE GUARDIAN
The former Leicester and Everton women's manager Willie Kirk is closing in on a return to football after holding advanced talks with the Swedish top flight women's team Linkoping about becoming their head coach.
DAILY RECORD
Former Rangers player Issame Charai has warned Ibrox chiefs they haven't seen anything close to the peak of Hamza Igamane's potential yet.
Turkish giants Besiktas have reportedly launched a big money offer for Rangers midfielder Mohamed Diomande.
",SkySports
Chelsea's route to Club World Cup final revealed after Man City exit,Manchester City's shock last-16 exit to Al Hilal leaves Chelsea as the only English side left in the new-look Club World Cup.,https://www.skysports.com/football/news/11095/13270883/club-world-cup-2025-fixtures-uk-kick-off-times-chelsea-man-city-schedule-and-final-date,"Tue, 01 Jul 2025 07:26:00",,"['Chelsea', 'Manchester City']","Manchester City's shock last-16 exit to Al Hilal leaves Chelsea as the only English side left in the new-look Club World Cup.
Enzo Maresca's side will be eyeing a place in the final on July 13, but first must beat Palmeiras in the quarter-finals on Friday in Philadelphia (kick-off on Saturday at 2am UK time).
If the Blues get past the Brazilian side, then a semi-final against either City's victors, Al Hilal, or Fluminense, who shocked Inter Milan in the last 16, awaits on July 8.
The winners of the Club World Cup will receive up to £97m ($125m) from FIFA.
Prize money of £774m ($1bn) is to be shared between the 32 clubs, with £406m ($525m) participation fee shared based on sporting and commercial criteria, and £368m ($475m) shared based on sporting performance.
Saturday, 28 June
Match 49: Palmeiras 1-0 Botafogo (AET) - Lincoln Financial Field, PhiladelphiaMatch 50: Benfica 1-4 Chelsea (AET) - Bank of America Stadium, Charlotte
Sunday, 29 June
Match 51: Paris Saint-Germain 4-0 Inter Miami - Mercedes-Benz Stadium, AtlantaMatch 52: Flamengo 2-4 Bayern Munich - Hard Rock Stadium, Miami
Monday, 30 June
Match 53: Inter Milan 0-2 Fluminense - Bank of America Stadium, Charlotte
Tuesday, 31 June
Match 54: Man City 3-4 Al Hilal (AET) - Camping World Stadium, Orlando
Tuesday, 1 July
Match 55: Real Madrid vs Juventus - Hard Rock Stadium, Miami; kick off 8pm
Wednesday, 2 July
Match 56: Borussia Dortmund vs Monterrey - Mercedes-Benz Stadium, Atlanta; kick off 2am
Friday, 4 July
Match 57: Fluminense vs Al Hilal - Camping World Stadium, Orlando; kick off 8pm
Saturday, 5 July
Match 58: Palmeiras vs Chelsea - Lincoln Financial Field, Philadelphia; kick off 2amMatch 59: Paris Saint-Germain vs Bayern Munich - Mercedes-Benz Stadium, Atlanta; kick off 5pmMatch 60: Winner match 55 vs Winner match 56 - MetLife Stadium, New York New Jersey; kick off 9pm
Tuesday, 8 July
Match 61: Fluminense or Al Hilal vs Palmeiras or Chelsea - MetLife Stadium, New York New Jersey; kick off 8pm
Wednesday, 9 July
Match 62: Paris Saint-Germain or Bayern Munich vs Winner match 60 - MetLife Stadium, New York New Jersey; kick off 8pm
Sunday, 13 July
Match 63: Winner match 61 vs Winner match 62 - MetLife Stadium, New York New Jersey; kick off 8pm
Group A
Group B
Group C
Group D
Group E
Group F
Group G
Group H
Sunday June 15
Group A: Al Ahly 0-0 Inter Miami - Hard Rock Stadium, MiamiGroup C: Bayern Munich 10-0 Auckland City - TQL Stadium, CincinnatiGroup B: PSG 4-0 Atletico Madrid - Rose Bowl Stadium, Los AngelesGroup A: Palmeiras 0-0 Porto - MetLife Stadium, New York New Jersey
Monday June 16
Group B: Botafogo 2-1 Seattle Sounders - Lumen Field, SeattleGroup D: Chelsea 2-0 Los Angeles FC - Mercedes-Benz Stadium, AtlantaGroup C: Boca Juniors 2-2 Benfica - Hard Rock Stadium, Miami
Tuesday June 17
Group D: Flamengo 2-0 Esperance de Tunis - Lincoln Financial Field, PhiladelphiaGroup F: Fluminense 0-0 Borussia Dortmund - MetLife Stadium, New York New JerseyGroup E: River Plate 3-1 Urawa Red Diamonds - Lumen Field, SeattleGroup F: Ulsan HD 0-1 Mamelodi Sundowns - Inter&Co Stadium, Orlando
Wednesday June 18
Group E: Monterrey 1-1 Inter Milan - Rose Bowl Stadium, Los AngelesGroup G: Man City 2-0 Wydad AC - Lincoln Financial Field, PhiladelphiaGroup H: Real Madrid 1-1 Al Hilal - Hard Rock Stadium, MiamiGroup H: CF Pachuca 1-2 FC Salzburg - TQL Stadium, Cincinnati
Thursday June 19
Group G: Al Ain 0-5 Juventus - Audi Field, Washington, D.CGroup A: Palmeiras 2-0 Al Ahly - MetLife Stadium, New York New JerseyGroup A: Inter Miami 2-1 Porto - Mercedes-Benz Stadium, AtlantaGroup B: Seattle Sounders 1-3 Atletico Madrid - Lumen Field, Seattle
Friday June 20
Group B: PSG 0-1 Botafogo - Rose Bowl Stadium, Los AngelesGroup C: Benfica 6-0 Auckland City - Inter&Co Stadium, OrlandoGroup D: Flamengo 3-1 Chelsea - Lincoln Financial Field, PhiladelphiaGroup D: Los Angeles FC 0-1 Esperance de Tunis - GEODIS Park, Nashville
Saturday June 21
Group C: Bayern Munich 2-1 Boca Juniors - Hard Rock Stadium, MiamiGroup F: Mamelodi Sundowns 3-4 Borussia Dortmund - TQL Stadium, CincinnatiGroup E: Inter Milan 2-1 Urawa Red Diamonds - Lumen Field, SeattleGroup F: Fluminense 4-2 Ulsan HD - MetLife Stadium, New York New Jersey
Sunday, 22 June
Group E: River Plate 0-0 Monterrey - Rose Bowl Stadium, Los AngelesGroup G: Juventus 4-1 Wydad AC - Lincoln Financial Field, PhiladelphiaGroup H: Real Madrid 3-1 CF Pachuca - Bank of America Stadium, CharlotteGroup H: FC Salzburg 0-0 Al Hilal - Audi Field, Washington, D.C
Monday, 23 June
Group G: Man City 6-0 Al Ain - Mercedes-Benz Stadium, AtlantaGroup B: Seattle Sounders 0-2 PSG - Lumen Field, SeattleGroup B: Atletico Madrid 1-0 Botafogo - Rose Bowl Stadium, Los Angeles
Tuesday, 24 June
Group A: Inter Miami 2-2 Palmeiras - Hard Rock Stadium, MiamiGroup A: Porto 4-4 Al Ahly - MetLife Stadium, New York New JerseyGroup C: Auckland City 1-1 Boca Juniors - GEODIS Park, NashvilleGroup C: Benfica 1-0 Bayern Munich - Bank of America Stadium, Charlotte
Wednesday, 25 June
Group D: Los Angeles FC 1-1 Flamengo - Camping World Stadium, OrlandoGroup D: Esperance de Tunis 0-3 Chelsea - Lincoln Financial Field, PhiladelphiaGroup F: Borussia Dortmund 1-0 Ulsan HD - TQL Stadium, CincinnatiGroup F: Mamelodi Sundowns 0-0 Fluminense - Hard Rock Stadium, Miami
Thursday, 26 June
Group E: Inter Milan 2-0 River Plate - Lumen Field, SeattleGroup E: Urawa Red Diamonds 0-4 Monterrey - Rose Bowl Stadium, Los AngelesGroup G: Juventus 2-5 Man City - Camping World Stadium, OrlandoGroup G: Wydad AC 1-2 Al Ain - Audi Field, Washington, D.C
Friday, 27 June
Group H: Al Hilal 2-0 CF Pachuca - GEODIS Park, NashvilleGroup H: FC Salzburg 0-3 Real Madrid - Lincoln Financial Field, Philadelphia; kick off 2am
",SkySports
What now for Man City after Club World Cup exit?,"Manchester City are heading home from the Club World Cup after a shock defeat by Saudi side Al-Hilal, so what now for Pep Guardiola's side?",https://www.bbc.com/sport/football/articles/cew00782yw2o,"Tue, 01 Jul 2025 15:43:42",Shamoon Hafez,['Manchester City'],"Manchester City are heading home from the Club World Cup after a shock defeat by Saudi Pro League side Al-Hilal in the last 16 in the United States.
The squad are scheduled to fly back to Manchester on Tuesday night, bringing to an abrupt end a tournament which promised so much but instead delivered a stunning upset.
""We have been on an incredible journey together and were in a good place. The vibe was really good,"" manager Pep Guardiola told BBC Sport.
""But we go home and now it is time to rest - rest our minds for the new season.""
Was it a worthwhile experience for Guardiola's squad or an unwanted extension to an already long season? And what happens next for City?
What did Guardiola learn from trip?
The sunny climes of City's Florida base appeared to refresh and rejuvenate a side that was so disappointing this season - but on Monday night their Club World Cup hopes fell apart.
The new signings all played a significant part in the tournament and it was evident that Dutchman Tijjani Reijnders will bring much-needed energy and enthusiasm to the midfield.
France international Rayan Cherki got off the mark in the group stages and provided a glorious assist for Phil Foden's extra-time goal against Al-Hilal, but there are major concerns at the other end of the pitch.
While Algerian full-back Rayan Ait-Nouri's attacking ability is undoubted, there are question marks over his defensive capabilities, having been caught out on occasion against the Saudi side.
Matheus Nunes is a midfielder playing at right-back and though City managed to paper over it during the group stages, the square peg in a round hole was glaringly obvious once up against decent opposition.
Sources had not ruled out the signing of a new right-back before the tournament and it remains to be seen whether the club make a move for one.
Guardiola also needs to address the lack of pace in the heart of the defence, with the two central defenders looking particularly sluggish when attempting to chase back the speedy Al-Hilal forwards.
The Spanish boss has made it clear he needs to trim his squad heading into the new season and there may be question marks over the future of England international John Stones, who was the only outfield player not to see any minutes on the trip.
Meanwhile, it remains to be seen whether midfielder Rodri, who missed most of the season through injury, has suffered a setback.
Guardiola said he ""complained about his situation"" having come on as a second-half substitute before being taken off in extra-time.
How much did City make?
The Club World Cup has been a lucrative outing for all those involved, that is despite City missing out on extra prize money with their last-16 exit.
City earned the most in the group stage because they were the only side to win all three matches, and will depart the US having banked approximately £37.8m.
That includes almost £1.5m per win and a participation fee, believed to be £27.9m, which Fifa bases on ""sporting and commercial criteria"".
If Guardiola's team had reached the quarter-finals they would have earned an additional £9.5m in prize money, with that total rising to an extra £53.8m had they gone on to lift the trophy.
City paid £31m for Wolves left-back Ait-Nouri, who assisted a goal in their 5-2 win over Juventus, and £30.5m for Lyon forward Cherki, who scored in the 6-0 win over Al Ain, so have already paid off one of those transfers.
Chelsea are now the only remaining Premier League club in the competition. They surpassed £40m in prize money following their win against Benfica in the last 16.
Time for a rest?
If there's any solace for Manchester City, it is that the squad now has a chance to recharge before the new season.
The 61 games played by City since August equals their most in a season since Guardiola became manager in 2016.
Only three top-flight clubs in Europe have played more often over the past 11 months, albeit Chelsea will also overtake City this weekend.
Chelsea had the luxury of fielding vastly different line-ups in the 2024-25 Conference League compared to domestically.
Manchester City, with a smaller squad, have four of the 15 outfield players currently with Premier League clubs to have played more than 100 games over the past two seasons.
They are new signing Tijjani Reijnders (107), Ilkay Gundogan (105), Phil Foden (102) and Bernardo Silva (101).
In addition, that quartet were regular starters for their country at Euro 2024 and, with the exception of former Germany midfielder Gundogan, continue to play international football.
Meanwhile, only two outfield players in Europe's major leagues can top the 4,861 minutes racked up by City's recent signing Reijnders for AC Milan last season, while Josko Gvardiol, Bernardo Silva and Erling Haaland all rank in the top 13 among Premier League players.
Defeat by Al-Hilal brought to an end a season which began 325 days ago with the Community Shield against Manchester United on 10 August.
City lost 17 games in all competitions, which is at least five more than in any other season since Guardiola's appointment and the club's highest total since 2008-09.
While City scored 130 goals in 61 fixtures, the defensive lapses exposed in their Club World Cup exit have become increasingly common.
They conceded 78 times this term, comfortably their worst record under Guardiola. That is 32 more than they shipped in the Treble-winning campaign of 2022-23, when they played the same number of matches.
When will City start pre-season?
City players will head off on holiday for about four weeks before reporting back to the club for the start of pre-season.
Having spent three weeks in the USA, it remains to be seen what plans are put in place for friendly matches before the new campaign.
Will they keep it light by playing domestic opposition at City Football Academy? Could they head off to somewhere in Europe for a short trip?
One thing is for sure, City will return to Premier League action at Wolves on Saturday, 16 August (17:30 BST).
",BBC
Arsenal sign goalkeeper Kepa from Chelsea for £5m,Arsenal complete the £5m signing of goalkeeper Kepa Arrizabalaga from Chelsea.,https://www.bbc.com/sport/football/articles/ce377ek2nn3o,"Tue, 01 Jul 2025 14:27:10",,"['Arsenal', 'Chelsea']","Arsenal have completed the £5m signing of goalkeeper Kepa Arrizabalaga from Chelsea.
Spain international Kepa joins the Gunners on a three-year deal after spending last season on loan at Bournemouth, where he made 35 appearances.
""I'm really, really happy to be here, really excited and looking forward to what is coming,"" he said.
""The ambition that is shown in this club, when I talk with Mikel [Arteta] and Inaki [Cana], how much they show me their desire to win... I think we are so close to winning and, hopefully, altogether, we can achieve it.""
The 30-year-old is still the world's most expensive goalkeeper, having moved to the Blues in 2018 from boyhood club Athletic Bilbao for £71m.
His arrival at Emirates Stadium will provide competition for compatriot David Raya.
Neto was on loan at Arsenal from the Cherries during the 2024-25 campaign but they elected not to sign the Brazilian on a permanent basis.
Kepa played 163 times for Chelsea and was in the squads that lifted the Champions League, Europa League and Club World Cup.
He also spent a year on loan at Real Madrid and helped them win La Liga and the Champions League during the 2023-24 season.
Victim of his price tag at Chelsea - analysis
Kepa was a victim of his £71m price tag at Chelsea.
He was deemed the best possible option when Thibaut Courtois forced his exit from the Blues in 2018 and Alisson turned down Chelsea to join Liverpool.
Athletic Club then forced the Blues to pay Kepa's full release clause.
After his wobble early in his Chelsea career, Kepa quickly proved he was not worth either the fee nor his previous £190,000-a-week wages.
However, he was still highly respected behind the scenes. He was rated as a top professional, a good squad member and a positive character - despite his strange episode in refusing to be substituted in the Carabao Cup final in 2019.
Kepa has always been a good player but was never seen to be one who would command a world record transfer fee for a goalkeeper.
",BBC
Al-Hilal 'climb Everest' - but 'worrying signs' for Man City,"Saudi Arabia have spent billions in bidding to become a world football force - and in beating Manchester City at the Club World Cup, ""climbed Mount Everest without oxygen"" according to their manager.",https://www.bbc.com/sport/football/articles/c4gddvdg7p3o,"Tue, 01 Jul 2025 06:43:25",Shamoon Hafez,['Manchester City'],"Saudi Arabia have spent billions to try become a force in world football. On Monday night in Florida, celebrating supporters felt as if a small chunk of that had been repaid.
Pro League side Al-Hilal made their mark by stunning serial Premier League winners Manchester City 4-3 in an epic Club World Cup encounter.
Monday nights are more synonymous with live wrestling shows on television in the USA - but it was football that provided the big sporting show on the box this time as Marcos Leonardo's winner sent City packing.
As former England winger Andros Townsend put it on Dazn: ""Al-Hilal have shocked the world.""
For the Brazilian striker whose goal won the match, it was an emotional evening. Afterwards, he paid tribute to his mother, who is recovering after more than two months in hospital with a serious illness.
He said: ""I have had a difficult time in the last two months. My mother spent 70 days in the ICU [intensive care unit].
""Today she is fine, thank God. When I scored those two goals, I thought of her. She was able to watch the game.""
Al-Hilal head coach Simone Inzaghi felt as if he was back on top of the world.
A month ago, Inzaghi left Inter Milan, three days after seeing his team thrashed 5-0 by Paris St-Germain in the Champions League final.
Having barely settled into to his new role, and without the services of key injured duo Salem Al Dawsari and Aleksandar Mitrovic, he now has a huge victory to celebrate.
""The key of this result are the players, the heart they put on the pitch,"" he said.
""Tonight we had to do something extraordinary because we knew how good Manchester City are. We knew we had to climb Mount Everest without oxygen and we were great.
""We played with a strong determination and we are really feeling the game. They deserved it. They fought for every ball and it gives satisfaction to the family of Al-Hilal, Saudi Arabia and the fans here with us.""
'Let's see now if they will criticise us'
The revamped Club World Cup has not received universal acclaim but an unforgettable last-16 tie will be talked about in all corners of the globe.
Al-Hilal clung on in the first half and were fortunate to only be 1-0 down thanks to goalkeeper Bono's heroics but they recovered to go ahead in the second period.
They were twice pegged back but Marcos Leonardo delivered the decisive blow and once the final whistle was blown, staff and substitutes poured on to the pitch to enjoy the moment with their players.
The joyous Al-Hilal fans, a large cluster of whom were directly behind the dugout, waved the blue flags of the club and the green and white of the country.
Exiting the Camping World Stadium, travelling supporters packed out the concourses, dancing and singing ""ole, ole ole ole"", while Saudi journalists hugged and kissed each other in the post-match news conference room.
One walked in with wide eyes and arms raised, screaming ""Mabrook"" in Arabic, translating as ""congratulations"", almost in disbelief as to what he had witnessed.
It was the first time an Asian club have defeated a side from Europe in an official Fifa tournament. European teams have won 18 of the previous 20 meetings, with two matches drawn.
A journalist from the media outlet Arryadia called the result ""one of the biggest in the history of Saudi football"" - but added that the country's shock 2-1 win over Argentina at the 2022 World Cup will ""always be top"".
A lot of money has been spent to try to grow the Saudi game's profile - more than £700m has gone on bringing players to the Pro League, while Portugal great Cristiano Ronaldo's arrival at Al-Nassr two and a half years ago was a significant signing.
Saudi Arabia will also host the 2034 World Cup - a decision that has been defended by Fifa president Gianni Infantino amid significant criticism - with the human rights campaign group Amnesty International describing it as ""reckless"".
Infantino - the man behind the new 32-team Club World Cup format - has argued that staging the World Cup in the Gulf kingdom can be a catalyst for social improvements.
Saudi Arabia has faced years of scrutiny over its human rights and environmental record. Its World Cup bid was backed by the Football Association in December after it received assurances that all fans would be welcome.
The Saudi bid for the World Cup was unopposed, as Australia - the only other potential candidate - decided not to enter the running, hinting it was futile to do so after being given less than a month by Fifa to mount a challenge.
Fifa stood by a fast-tracked process that critics argued lacked transparency. They suggested it effectively paved the way for the Saudis thanks to a decision that only bids from Asia and Oceania would be considered.
Serbia midfielder Sergej Milinkovic-Savic, who joined Al-Hilal from Lazio in 2023, was asked about the disapproval players have received in leaving Europe for the riches of the Middle East.
""Let's see now if they will criticise us,"" he said. ""We showed them it's not like they are speaking about the league.
""We show against Real Madrid, Salzburg, Pachuca and tonight. I hope we will continue to show it.""
Former Chelsea defender Kalidou Koulibaly, who scored in extra time, added: ""We knew it would be difficult against one of the best in the world.
""We wanted to show our talents. We are so happy because we wanted to show Al-Hilal had the talent to be here.""
'A real worry' for Man City
The group stage had been plain sailing for City, winning all three games, but they fell at the first knockout hurdle following a haphazard defensive display.
Pep Guardiola's side were often opened up on the counter-attack and were made to pay heavily for their sloppiness at both ends of the pitch - failing to take a host of first-half chances.
""It wasn't a fluke but really worrying signs for Guardiola,"" former City goalkeeper Shay Given said on Dazn. ""They could have scored even more. It is a real worry the chances they gave up.""
The result also ends Guardiola's flawless record at the Club World Cup as manager of Barcelona, Bayern Munich and City.
The Spaniard had won all 11 of his previous matches at the tournament, conceding just four goals - but that total doubled in the space of 120 thrilling minutes in Orlando.
For Guardiola, the task now is to sort out the issues they faced in Florida before the Premier League opener at Wolves on 16 August.
He said: ""It was a difficult game. We allowed them to make transitions but we created a lot. It is a pity - we have been on incredible journey together and so good place. The vibe was really good.
""We would have loved to have continued. We had a feeling that the team is doing well but we go home and now it is time to rest and rest our minds for the new season.""
",BBC
"Transfer latest: Arteta hails £5m Arrizabalaga, West Ham push for Slavia defender Diouf",Nottingham Forest have bid accepted for Lyon’s Fofana,https://www.theguardian.com/football/2025/jul/01/transfer-latest-arsenal-kepa-arrizabalaga-arteta-west-ham-el-hadji-malick-diouf-slavia-prague,"Tue, 01 Jul 2025 14:54:17",Jacob Steinberg,"['Arsenal', 'Chelsea']","Mikel Arteta has said Arsenal will benefit from Kepa Arrizabalaga’s experience and “real hunger to win” after the world’s most expensive goalkeeper completed a £5m transfer from Chelsea.
Arrizabalaga leaves Chelsea seven years after joining for £72m from Athletic Bilbao and will compete at Arsenal with his Spanish compatriot David Raya. After falling out of favour at Stamford Bridge Arrizabalaga has spent the past two seasons on loan, at Real Madrid and then Bournemouth.
“He is a player we know, having come up against him many times in recent seasons,” Arteta told Arsenal’s website. “He brings a wealth of experience, which his teammates will benefit from, and he has a real hunger to win. Kepa works hard and will elevate our levels. I know he will fit in perfectly.”
Arrizabalaga is Arsenal’s first summer signing and is expected to be followed by the Brentford captain, Christian Nørgaard, and Martín Zubimendi, another midfielder, who is due to join from Real Sociedad for £35m. Arteta also wants a centre-forward and another attacker, with Crystal Palace’s Eberechi Eze among the players under consideration.
West Ham face a battle to convince Slavia Prague to sell El Hadji Malick Diouf. The left-back is a target for Graham Potter and discussions have taken place over a deal.
Slavia are reluctant to lose the Senegal international, who is comfortable as a wing-back, and want about £20m. West Ham have repeatedly made clear they are under pressure to sell before they buy. Incomings without significant sales would leave them at risk of breaching the Premier League’s profitability and sustainability rules.
Potter wants a left-sided defender, with Emerson Palmieri likely to leave. Ollie Scarles enjoyed a breakthrough campaign last season but the 19-year-old is inexperienced and is not ready to be first choice.
West Ham are also interested in the Liverpool midfielder Tyler Morton, who starred for England Under-21s in their victorious European championship campaign.
Nottingham Forest have had a bid accepted by Lyon for the winger Malick Fofana. The player is yet to agree terms but the Premier League club are confident of completing a deal. Forest maintain an interest in Manchester City’s James McAtee and the Real Mallorca defender Pablo Maffeo.
Sunderland have completed the club-record £30m signing of the midfielder Habib Diarra from Strasbourg on a five-year contract. The 21-year-old captained the team last season and has 11 Senegal caps, scoring against England last month.
Diarra is Sunderland’s second summer arrival after Enzo Le Fée’s loan was turned into a permanent deal. The club said Diarra would take “an extended break” before joining the squad at the end of the month.
",TheGuardian
